Sl.Num,ProductName,nd,AgeGroup,Gender,Sentiment,,,,,,
719,Ulitmate Gym Exercise Machine Attachments Gym Pulley 5-inch withInbuilt Bush and Bearing,https://www.amazon.in/Ulitmate-Exercise-Machine-Attachments-Inbuilt/dp/B084Q55TDK/ref=sr_1_33_sspa?dchild=1&pf_rd_i=3403635031&pf_rd_m=A1K21FY43GMZF8&pf_rd_p=8b152ae3-8da5-4d89-8af2-95a8f7f09d55&pf_rd_r=7BVXN3AQKAZ8YH4K701H&pf_rd_s=merchandised-search-4&pf_rd_t=101&qid=1601894047&refinements=p_85%3A10440599031&rps=1&s=sports&sr=1-33-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFSSlU2SUg5RDhVRUkmZW5jcnlwdGVkSWQ9QTAzNzgyMjVHSjhBQVhSNTBFMDImZW5jcnlwdGVkQWRJZD1BMDg1ODI2NlQ2Wk04VDVOQjlZSyZ3aWRnZXROYW1lPXNwX2J0Zl9icm93c2UmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,"2,3,4,5,6,7","1,0","3,4",,,,,,
720,Strauss Adjustable Hand Grip Strengthener,https://www.amazon.in/Strauss-Adjustable-Hand-Grip-Strengthener/dp/B08C2GFXHY?ref_=Oct_s9_apbd_omg_hd_bw_b3iPqx5&pf_rd_r=YHW116Y2YFPYTRV361MG&pf_rd_p=f8525651-9963-5d80-94f7-f4c042a5d223&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3404719031,"2,3,4,5,6,7","1,0","3,4",,,,,,
721,Consonantiam Tummy Trimmer Stomach and Weight Loss Equipment -Single Spring,https://www.amazon.in/Consonantiam-Trimmer-Stomach-Equipment-Single/dp/B07NC68ZHW?ref_=Oct_LDealC_35evotn_1_6f985480&pf_rd_p=b71a0c18-9eed-57e6-b686-f0b9f85af3e7&pf_rd_s=merchandised-search-6&pf_rd_t=101&pf_rd_i=3404719031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_r=YHW116Y2YFPYTRV361MG&pf_rd_r=YHW116Y2YFPYTRV361MG&pf_rd_p=b71a0c18-9eed-57e6-b686-f0b9f85af3e7,"2,3,4,5,6,7","1,0","3,4",,,,,,
722,Wolblix Assistive Abdominal Chest and arm Muscles Exercise Adjustable Assistant Fitness Equipment,https://www.amazon.in/Wolblix-Assistive-Abdominal-Adjustable-Assistant/dp/B07SR5SM3T?ref_=Oct_s9_apbd_oup_hd_bw_b3iPqx5&pf_rd_r=YHW116Y2YFPYTRV361MG&pf_rd_p=6c72224b-ccfd-50d8-92a3-f230f8b9fbff&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3404719031,"2,3,4,5,6,7","1,0","3,4",,,,,,
723,Strauss Spider Shaker Bottle 500ml,https://www.amazon.in/Strauss-Spider-Shaker-Bottle-500ml/dp/B01N1OX1YC/ref=sr_1_5?dchild=1&pf_rd_i=3403635031&pf_rd_m=A1K21FY43GMZF8&pf_rd_p=8b152ae3-8da5-4d89-8af2-95a8f7f09d55&pf_rd_r=7BVXN3AQKAZ8YH4K701H&pf_rd_s=merchandised-search-4&pf_rd_t=101&qid=1601894403&refinements=p_85%3A10440599031&rps=1&s=sports&sr=1-5,"2,3,4,5,6,7","1,0","3,4",,,,,,
724,Kobo Leather Fitness Gloves,https://www.amazon.in/Kobo-WTG-05-Leather-Gloves-Medium/dp/B010SGKT60?ref_=Oct_s9_apbd_orecs_hd_bw_b3iPdgV&pf_rd_r=1SMDXJXMJ19FA2BY3GS0&pf_rd_p=21ed8df3-0450-5b85-9f80-850244c1ba02&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3404668031,"2,3,4,5,6,7","1,0","3,4",,,,,,
725,Kk Home Store Decor Yoga Mat High Density,https://www.amazon.in/Kk-Home-Store-Decor-Multicolor/dp/B0891Z9L5B/ref=sr_1_4?dchild=1&pf_rd_i=3403635031&pf_rd_m=A1K21FY43GMZF8&pf_rd_p=8b152ae3-8da5-4d89-8af2-95a8f7f09d55&pf_rd_r=7BVXN3AQKAZ8YH4K701H&pf_rd_s=merchandised-search-4&pf_rd_t=101&qid=1601894477&refinements=p_85%3A10440599031&rps=1&s=sports&sr=1-4,"2,3,4,5,6,7","1,0","3,4",,,,,,
726,Willage Steel Fitness Gym Weight Lifting Rod/Gym Rod,https://www.amazon.in/Willage-Fitness-Weight-Lifting-Straight/dp/B089ND4BBG?ref_=Oct_s9_apbd_omg_hd_bw_b3iPpOJ&pf_rd_r=20FGRNQF2FCBC3JCPJ90&pf_rd_p=913a6a74-3d94-5bd3-ac25-ec48425eaae4&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3404713031,"2,3,4,5,6,7","1,0","3,4",,,,,,
727,Hard Bodies HB-GBL101 Steel Gym Bar Locks,https://www.amazon.in/Hard-Bodies-Chrome-Gym-Locks/dp/B0150F5EM8/ref=lp_3404713031_1_15?s=sports&ie=UTF8&qid=1601894499&sr=1-15,"2,3,4,5,6,7","1,0","3,4",,,,,,
728,Neulife Wrist/Ankle Weights,https://www.amazon.in/Neulife-Wrist-Ankle-Weights-gram/dp/B07BQ9NFWX/ref=lp_3404713031_1_19?s=sports&ie=UTF8&qid=1601894499&sr=1-19,"2,3,4,5,6,7","1,0","3,4",,,,,,
729,FASTPED Cycle Stand Mountain Bike Cycle Wall Mount Stand Storage Rack,https://www.amazon.in/FASTPED%C2%AE-Cycle-Stand-Mountain-Storage/dp/B07N5HVT7F?ref_=Oct_s9_apbd_orecs_hd_bw_b3iP4Z5&pf_rd_r=GXAFJDKEXR9CGG5BX6CB&pf_rd_p=39c10245-db92-5e9e-bc09-6c56f84f99f2&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3404533031,"2,3,4,5,6,7","1,0","3,4",,,,,,
730,"Yugg LED Fireflys Wheel Valve Cap for Bicycle, Motorcycle and Cars",https://www.amazon.in/Yugg-Fireflys-Wheel-Bicycle-Motorcycle/dp/B07CBSMW39?ref_=Oct_s9_apbd_orecs_hd_bw_b3iP3mh&pf_rd_r=G24AN5B02YKHDZMM61HN&pf_rd_p=83c6d4b7-b873-5dd7-a816-aa5a901ae466&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3404530031,"2,3,4,5,6,7","1,0","3,4",,,,,,
731,Outgeek Bike Bag Bicycle Bag Waterproof Touch Screen Front Frame Top Cell Phone TPU Cycling Bag MTB Road Mountain Bicycle Case,https://www.amazon.in/Outgeek-Bicycle-Waterproof-Cycling-Mountain/dp/B07FTLPS81?ref_=Oct_s9_apbd_orecs_hd_bw_b3j30dD&pf_rd_r=ZWGN65F6W2CK0N327AGJ&pf_rd_p=cbf968d6-5b99-55fd-83a9-0a609440f4ef&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3414051031,"2,3,4,5,6,7","1,0","3,4",,,,,,
732,2L TPU Hydration Backpacks Water Bag Bike Camping Hiking Climbing,https://www.amazon.in/Hydration-Backpacks-Camping-Hiking-Climbing/dp/B0711V67S9?ref_=Oct_s9_apbd_orecs_hd_bw_b3j31Pb&pf_rd_r=Q5VCDFWKH7XPTDWBAN57&pf_rd_p=9d56097e-d98c-51e4-93bc-0a7a41882606&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3414054031,"2,3,4,5,6,7","1,0","3,4",,,,,,
733,Btwin B'twin Kid's Bike Pannier,https://www.amazon.in/Btwin-Kids-Bike-Pannier-Black/dp/B08181T2JT/ref=lp_3414050031_1_3?s=sports&ie=UTF8&qid=1601895010&sr=1-3,"2,3,4,5,6,7","1,0","3,4",,,,,,
734,"F-BOXER Inflatable Furniture Air Pump for Car, Cycle, Ball, Motorcycle",https://www.amazon.in/F-BOXER-Inflatable-Furniture-Motorcycle-Silver/dp/B07SKPMY3B?ref_=Oct_s9_apbd_orecs_hd_bw_b3iP2Dv&pf_rd_r=EXHHXZCKSGH18BJKRVSK&pf_rd_p=8258e67c-cdda-5095-932e-c23ecc263132&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3404524031,"2,3,4,5,6,7","1,0","3,4",,,,,,
735,FASTPED Unisex Cool Bell Mini ,https://www.amazon.in/FASTPED-Unisex-Adjustable-Bicycle-Accessories/dp/B07LBV135F?ref_=Oct_s9_apbd_orecs_hd_bw_b3iP0vH&pf_rd_r=H35R1N34CWM9RHCW8MP9&pf_rd_p=d783d3dc-4bbf-52ea-b8fd-1fc0a56008fc&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3404519031,"2,3,4,5,6","1,0","3,4",,,,,,
736,Generic 1 Pc MTB Bike Bicycle Rear Gear Mech Derailleur Hanger Dropout Convertor Adapter,https://www.amazon.in/Generic-Bicycle-Derailleur-Convertor-Adapter/dp/B0725QRK4Z?ref_=Oct_s9_apbd_oup_hd_bw_b3iP2U3&pf_rd_r=RW5Q873WFC0HVV6E8THB&pf_rd_p=0592f9de-b66f-5ce7-a1c5-207143fb32d0&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3404525031,"2,3,4,5,6,7","1,0","3,4",,,,,,
737,Btwin Hybrid Bike Hand Pump,https://www.amazon.in/Btwin-Hybrid-Bike-Hand-Black/dp/B07TSY3R78?ref_=Oct_s9_apbd_otopr_hd_bw_b3iP1xn&pf_rd_r=QET9WPG0HVQVZJ4WD03K&pf_rd_p=d71d4dad-e961-54ee-85a6-c0e1e262c5a2&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3404523031,"2,3,4,5,6,7","1,0","3,4",,,,,,
738,7Trees Adult Motorbike ATV / Dirt Bike Racing Transparent Goggles With Adjustable Strap,https://www.amazon.in/7Trees-Motorbike-Transparent-Goggles-Adjustable/dp/B01BLDVSRS?ref_=Oct_s9_apbd_orecs_hd_bw_b3iMJ83&pf_rd_r=XFBNJY162BWTBDH55FMR&pf_rd_p=9a7216e0-9121-50df-8b0b-5d645431562f&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3403874031,"2,3,4,5,6,7","1,0","3,4",,,,,,
739,BIG-BEN Bike Seat for Men and Women,https://www.amazon.in/BIG-BEN-Bike-Seat-Men-Women/dp/B07GPN7C9R?ref_=Oct_s9_apbd_orecs_hd_bw_b3iPIsB&pf_rd_r=S0VN3GRDK5D89EQ5RQRN&pf_rd_p=4c47320b-31e5-5df7-b01f-443d1c4a4afd&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3404588031,"2,3,4,5,6,7","1,0","3,4",,,,,,
740,"DarkHorse Unisex 5 LED Bicycle Tail USB Light 7.5 cm, Black",https://www.amazon.in/DarkHorse-Unisex-Bicycle-Light-Black/dp/B01N3B36FI?ref_=Oct_s9_apbd_orecs_hd_bw_b3iPOKt&pf_rd_r=QPGDCZ7JF88FWZRGPE20&pf_rd_p=dd5ac305-50bf-5c4f-87e6-d1e5a0d01def&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3404609031,"2,3,4,5,6,7","1,0","3,4",,,,,,
741,Futaba MTB Reflective Safe Leg Pants Clip Strap Beam Band,https://www.amazon.in/Futaba-Reflective-Safe-Pants-Strap/dp/B01JW6D1SA?ref_=Oct_s9_apbd_otopr_hd_bw_b3iPO4l&pf_rd_r=QRECAK0AQKAR3B5NWBVE&pf_rd_p=ad18e267-05b2-5ec6-8798-58e887b26759&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3404608031,"2,3,4,5,6,7","1,0","3,4",,,,,,
742,FASTPED Imported MTB Bicycle Cycling V Brake Set Alloy Front Rear Break Bicycle Parts Black,https://www.amazon.in/FASTPED-Bicycle-Cycling-Brake-Alloy/dp/B07MGN64M1?ref_=Oct_s9_apbd_orecs_hd_bw_b3iPDvj&pf_rd_r=NGENVWY13HS7203K6ESK&pf_rd_p=e36ece33-a0ca-53b3-911f-6605a975b831&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3404569031,"2,3,4,5,6,7","1,0","3,4",,,,,,
743,FASTPED  MTB Folding Bike Bicycle Mechanical Disc Brake Cycling Front/Rear Calipers,https://www.amazon.in/FASTPED-Folding-Bicycle-Mechanical-Calipers/dp/B07L2477XG?ref_=Oct_s9_apbd_orecs_hd_bw_b3iPDfb&pf_rd_r=K3PT58A063PRSQ9THX60&pf_rd_p=d33e3336-bacf-5c87-87e6-c2990ff4c33f&pf_rd_s=merchandised-search-9&pf_rd_t=BROWSE&pf_rd_i=3404568031,"2,3,4,5,6,7","1,0","3,4",,,,,,
744,Generic 2 Pairs Bicycle Accessories MTB V Brake Pads Blocks Stop Black,https://www.amazon.in/Generic-Pairs-Bicycle-Accessories-Blocks/dp/B011EEAVSG?ref_=Oct_s9_apbd_orecs_hd_bw_b3iPDfb&pf_rd_r=K3PT58A063PRSQ9THX60&pf_rd_p=d33e3336-bacf-5c87-87e6-c2990ff4c33f&pf_rd_s=merchandised-search-9&pf_rd_t=BROWSE&pf_rd_i=3404568031,"2,3,4,5,6,7","1,0","3,4",,,,,,
745,"Rocket Youth Gears Inner Wires for Bicycles, Small, Black",https://www.amazon.in/Rocket-Youth-Gears-Inner-Bicycles/dp/B01CJYAHU2/ref=lp_3404568031_1_3?s=sports&ie=UTF8&qid=1601896985&sr=1-3,"2,3,4,5,6,7","1,0","3,4",,,,,,
746,B'TWIN 7 SPEED FREEWHEEL BIKE CASSETTE,https://www.amazon.in/BTWIN-SPEED-FREEWHEEL-BIKE-CASSETTE/dp/B01BFFQE6M?ref_=Oct_s9_apbd_orecs_hd_bw_b3iPERz&pf_rd_r=HTJ29B0Y504E0J3SY3FH&pf_rd_p=134ac4db-967a-5b27-9b52-3f5c5cfde204&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3404571031,"2,3,4,5,6,7","1,0","3,4",,,,,,
747,Andux Bike Fork Stem Extender Bicycle Handlebar Riser Adapter for Mountain Bike Road,https://www.amazon.in/Andux-Extender-Bicycle-Handlebar-Mountain/dp/B07QJB1GF5?ref_=Oct_s9_apbd_orecs_hd_bw_b3iPERz&pf_rd_r=HTJ29B0Y504E0J3SY3FH&pf_rd_p=134ac4db-967a-5b27-9b52-3f5c5cfde204&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3404571031,"2,3,4,5,6,7","1,0","3,4",,,,,,
748,Lista 111 Cycle Derailleur,https://www.amazon.in/Lista-111-Cycle-Derailleur/dp/B06Y1KQ3WF?ref_=Oct_s9_apbd_omg_hd_bw_b3iPFUV&pf_rd_r=NMVJJ8Q622W06Y420SWE&pf_rd_p=a3a37167-f930-5aa2-beca-883795819894&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3404575031,"2,3,4,5,6,7","1,0","3,4",,,,,,
749,Skypearll Bike Cycling Lightweight Carbon Fiber Double Handlebar Extender Extension Lamp Holder,https://www.amazon.in/Skypearll-Lightweight-Handlebar-Extension-Headlights/dp/B08GBVNZ3W?ref_=Oct_s9_apbd_omg_hd_bw_b3iPGn9&pf_rd_r=4TC4QRWZJH27YXBPQTAY&pf_rd_p=4128d08e-108b-5f0b-800a-4ef0fef0947b&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3404580031,"2,3,4,5,6,7","1,0","3,4",,,,,,
750,Generic 360 Degree Adjustable MTB Mountain Road Bike Bicycle Handlebar Mobile Phone GPS Camera Mount Clamp Holder,https://www.amazon.in/Generic-Adjustable-Mountain-Handlebar-Anti-slid/dp/B01MD0VD07?ref_=Oct_s9_apbd_omg_hd_bw_b3iPGn9&pf_rd_r=VNPDEMQSMRK9XE3NAW4H&pf_rd_p=4128d08e-108b-5f0b-800a-4ef0fef0947b&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3404580031,"2,3,4,5,6,7","1,0","3,4",,,,,,
751,Fitness Guru LP-1836-1 D-Handle Resistance Band,https://www.amazon.in/Fitness-Guru-LP-1836-1-D-Handle-Resistance/dp/B0839C6GJG?ref_=Oct_s9_apbd_omg_hd_bw_b3iPGn9&pf_rd_r=VNPDEMQSMRK9XE3NAW4H&pf_rd_p=4128d08e-108b-5f0b-800a-4ef0fef0947b&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3404580031,"2,3,4,5,6,7","1,0","3,4",,,,,,
752,"LG 6.2 kg Inverter Fully Automatic Top Load Silver, White",https://www.flipkart.com/lg-6-2-kg-inverter-fully-automatic-top-load-silver-white/p/itmewv2u8wddak9h?pid=WMNEWV2UQWXURHJQ&lid=LSTWMNEWV2UQWXURHJQ6WX8ND&fm=neo%2Fmerchandising&iid=M_512608d0-ac4d-4c87-8395-8430852a6c9d_14.5VWNPEPS7Q&ppt=clp&ppn=washing-machine-store&ssid=0j2zvej5wg0000001601899096606&otracker=clp_omu_Deals%2Bon%2BWashing%2BMachines%2B_1_14.dealCard.OMU_washing-machine-store_washing-machine-store_5VWNPEPS7Q_5&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Deals%2Bon%2BWashing%2BMachines%2B_NA_dealCard_cc_1_NA_view-all_5&cid=5VWNPEPS7Q,"2,3,4,5,6,7","1,0","3,4",,,,,,
753,Generic Li4 Schrodinger50010 9/16 Alloy Mountain Bike Bicycle MTB Flat Anti-Slip Pedals,https://www.amazon.in/Generic-Schrodinger50010-Mountain-Bicycle-Anti-Slip/dp/B01N7NDM7L?ref_=Oct_s9_apbd_orecs_hd_bw_b3iPI5n&pf_rd_r=CRQW6V7VW8P3NE1CF5TT&pf_rd_p=34468931-5834-5c66-a4c2-b73f13237beb&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3404585031,"2,3,4,5,6,7","1,0","3,4",,,,,,
754,FASTPED Cycle Stand Bikes Alloy Side Kickstand for Road Bike Mountain Bicycle,https://www.amazon.in/FASTPED%C2%AE-Cycle-Kickstand-Mountain-Bicycle/dp/B07N5D16MP?ref_=Oct_s9_apbd_orecs_hd_bw_b3iPHpf&pf_rd_r=PPAAC32PXEHH2C2V2PED&pf_rd_p=aff47bb5-6c4f-5cb2-afe2-78130f4e9245&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3404584031,"2,3,4,5,6,7","1,0","3,4",,,,,,
755,BEDROCK Bicycle Bike Cycle Inner Tube Black 26 * 1.75/1.95/2.125 with Dunlop Valve,https://www.amazon.in/BEDROCK-Bicycle-Cycle-Inner-Dunlop/dp/B08D9HM5H6?ref_=Oct_s9_apbd_onr_hd_bw_b3iPLDL&pf_rd_r=7C8JJPY1JW20ZPJNNKWG&pf_rd_p=cfb5ca8e-837b-5d68-8fe9-2396dc317ae5&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3404597031,"2,3,4,5,6,7","1,0","3,4",,,,,,
756,GOQii VITAL ECG Activity Tracker with 3 months personal coaching,https://www.amazon.in/GOQii-Activity-Tracker-personal-coaching/dp/B07SQFF7NK?ref_=Oct_s9_apbd_obs_hd_bw_b3iNMgZ&pf_rd_r=B89NB6B80YKNQTDT109F&pf_rd_p=723d0ef4-2ea7-5e72-b799-2683ad9501ab&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3404126031,"2,3,4,5,6,7","1,0","3,4",,,,,,
757,Golfoy Fit Labs RNR Running Waist Belt,https://www.amazon.in/Fit-Labs-Running-Waist-Belt/dp/B01N1T5L32?ref_=Oct_s9_apbd_omg_hd_bw_b3iNNzD&pf_rd_r=NWEPN1ZNC70F237EDH9Q&pf_rd_p=bb5888b8-1d72-5285-ad97-a2c651ef7019&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3404131031,"2,3,4,5,6,7","1,0","3,4",,,,,,
758,Tima 1117 Elastic Knee Compression Bandage Wraps,https://www.amazon.in/Tima-Elastic-Compression-Bandage-Wraps/dp/B07NP47MJD?ref_=Oct_s9_apbd_orecs_hd_bw_b3iMkxr&pf_rd_r=HWHB5P23PBQ22B484T3P&pf_rd_p=4b17761e-2e39-51c1-b220-3f5512c68c2e&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3403981031,"2,3,4,5,6,7","1,0","3,4",,,,,,
759,"Nivia SG-806 Performance Football Shin Guard Black, Medium",https://www.amazon.in/Nivia-SG-806-Performance-Football-Medium/dp/B081RF2Z2Q?ref_=Oct_s9_apbd_omg_hd_bw_b3iMkxr&pf_rd_r=HWHB5P23PBQ22B484T3P&pf_rd_p=bea98850-9902-5dc1-a23b-8d0d7f90a62f&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3403981031,"2,3,4,5,6,7","1,0","3,4",,,,,,
760,IFB 6 kg 5 Star Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/ifb-6-kg-5-star-fully-automatic-front-load-in-built-heater-white/p/itmehpcrfmzed87b?pid=WMNEHPCR5BJHXPRT&lid=LSTWMNEHPCR5BJHXPRTTAVXAI&marketplace=FLIPKART&srno=b_1_1&otracker=nmenu_sub_TVs%20%26%20Appliances_0_Fully%20Automatic%20Front%20Load&fm=neo%2Fmerchandising&iid=4a263f0e-c1d6-4c9d-bea7-d00bf2f0cfc4.WMNEHPCR5BJHXPRT.SEARCH&ppt=browse&ppn=browse&ssid=v8xj3k54k00000001601903617800,"2,3,4,5,6,7","1,0","3,4",,,,,,
761,Voltas 1.5 Ton 3 Star Window AC,https://www.flipkart.com/voltas-1-5-ton-3-star-window-ac-white/p/itmff62qhukshek2?pid=ACNFF62QPVAFSE9F&lid=LSTACNFF62QPVAFSE9FSPXTPP&marketplace=FLIPKART&srno=b_1_1&otracker=clp_creative_card_1_3.creativeCard.CREATIVE_CARD_acnewclp-store_8AJAIO02UVDJ&fm=neo%2Fmerchandising&iid=6554cc5e-9a33-4028-bc57-09560f40d96d.ACNFF62QPVAFSE9F.SEARCH&ppt=browse&ppn=browse&ssid=o0m0csmnr40000001601903682874,"2,3,4,5,6,7","1,0","3,4",,,,,,
762,MarQ by Flipkart 1.5 Ton 3 Star Split Inverter AC,https://www.flipkart.com/marq-flipkart-1-5-ton-3-star-split-inverter-ac-white/p/itmfbpbpdx8htzwy?pid=ACNFBPBPG6KFF684&lid=LSTACNFBPBPG6KFF684IQ142K&marketplace=FLIPKART&srno=b_1_2&otracker=clp_creative_card_1_3.creativeCard.CREATIVE_CARD_acnewclp-store_8AJAIO02UVDJ&fm=neo%2Fmerchandising&iid=6554cc5e-9a33-4028-bc57-09560f40d96d.ACNFBPBPG6KFF684.SEARCH&ppt=browse&ppn=browse&ssid=o0m0csmnr40000001601903682874,"2,3,4,5,6,7","1,0","3,4",,,,,,
763,Whirlpool 200 L Direct Cool Single Door 3 Star (2019) Refrigerator,https://www.flipkart.com/whirlpool-200-l-direct-cool-single-door-3-star-2019-refrigerator/p/itmfgy8j5mdmghzk?pid=RFRFD94WMHFFRENP&lid=LSTRFRFD94WMHFFRENPSTSRBC&marketplace=FLIPKART&srno=b_1_2&otracker=dynamic_omu_infinite_Refrigerators_7_1.dealCard.OMU_INFINITE_D0QPCFGD815S&fm=neo%2Fmerchandising&iid=e6a15d44-518d-4a8e-863b-d08280e40f36.RFRFD94WMHFFRENP.SEARCH&ppt=browse&ppn=browse&ssid=9u946jp7sg0000001601903772115,"2,3,4,5,6,7","1,0","3,4",,,,,,
764,Whirlpool 240 L Frost Free Triple Door Refrigerator,https://www.flipkart.com/whirlpool-240-l-frost-free-triple-door-refrigerator/p/itmf7z5vhfcxysvp?pid=RFRF3HZZZYTNKSCU&lid=LSTRFRF3HZZZYTNKSCUP3QG6B&marketplace=FLIPKART&srno=b_1_1&otracker=nmenu_sub_TVs%20%26%20Appliances_0_Triple%20door&fm=neo%2Fmerchandising&iid=4e88949a-2692-447b-bee2-ec3c9fb85bdc.RFRF3HZZZYTNKSCU.SEARCH&ppt=browse&ppn=browse&ssid=r3n2orxeb40000001601903811801,"2,3,4,5,6,7","1,0","3,4",,,,,,
765,"Blue Star BWD3FMRGA Star Hot, Cold and Normal Water Dispenser with Refrigerator",https://www.amazon.in/Blue-Star-BWD3FMRGA-Dispenser-Refrigerator/dp/B00V679BEC/ref=sr_1_3?crid=ZAJV6GPDG8V3&dchild=1&keywords=water+dispenser&qid=1601904143&sprefix=water+disper%2Cundefined%2C362&sr=8-3,"2,3,4,5,6,7","1,0","3,4",,,,,,
766,IFB 23 L Convection Microwave Oven,https://www.flipkart.com/ifb-23-l-convection-microwave-oven/p/itmdwmvzgvtbzcnz?pid=MRCDWK8TTHVHW3WY&lid=LSTMRCDWK8TTHVHW3WYAU7NOA&marketplace=FLIPKART&srno=b_1_1&otracker=dynamic_omu_infinite_Microwaves%2B%2526%2BOTGs_2_1.dealCard.OMU_INFINITE_SPND2WK9L3GH&fm=neo%2Fmerchandising&iid=d82022b4-bf6c-4002-87b0-b062fa73cb01.MRCDWK8TTHVHW3WY.SEARCH&ppt=browse&ppn=browse&ssid=z3em0c25ao0000001601904199794,"2,3,4,5,6,7","1,0","3,4",,,,,,
767,Bajaj 22-Litre 2200TMSS Oven Toaster Grill,https://www.flipkart.com/bajaj-22-litre-2200tmss-oven-toaster-grill-otg/p/itmf3u2wu9thrjqn?pid=OTNE25NFVFWPMTDH&lid=LSTOTNE25NFVFWPMTDH2NHAJT&marketplace=FLIPKART&spotlightTagId=TrendingId_j9e%2Fm38%2Fvr5&srno=b_1_4&otracker=product_breadCrumbs_Oven%20Toaster%20Grills&fm=neo%2Fmerchandising&iid=b78c93f8-cbb0-468c-8eb2-04c87a7ec7b4.OTNE25NFVFWPMTDH.SEARCH&ppt=browse&ppn=browse&ssid=ehd7k823sw0000001601904227809,"2,3,4,5,6,7","1,0","3,4",,,,,,
768,Eveready MG500i 500 W Mixer Grinder,https://www.flipkart.com/eveready-mg500i-500-w-mixer-grinder/p/itm8b6a723a7c2da?pid=MIXEWNH4TKJJZEFR&lid=LSTMIXEWNH4TKJJZEFRJFDUJO&marketplace=FLIPKART&srno=b_1_2&otracker=nmenu_sub_Appliances_0_Mixer%2FJuicer%2FGrinder&fm=neo%2Fmerchandising&iid=d852190e-8f82-4cb4-986c-3e809875c344.MIXEWNH4TKJJZEFR.SEARCH&ppt=browse&ppn=browse&ssid=jpuv2grf7k0000001601904257724,"2,3,4,5,6,7","1,0","3,4",,,,,,
769,Prestige Atlas Electric Kettle,https://www.flipkart.com/prestige-atlas-electric-kettle/p/itm60b36e0c729da?pid=EKTFGQYWFK6DCJPZ&lid=LSTEKTFGQYWFK6DCJPZXHVFPP&marketplace=FLIPKART&spotlightTagId=TrendingId_j9e%2Fm38%2Fxrv&srno=b_1_2&otracker=nmenu_sub_Appliances_0_Electric%20Kettle&fm=neo%2Fmerchandising&iid=81d47697-b86d-4b71-9d51-70c45bce0248.EKTFGQYWFK6DCJPZ.SEARCH&ppt=browse&ppn=browse&ssid=hh0ics2om80000001601904400023,"2,3,4,5,6,7","1,0","3,4",,,,,,
